,YEAR_DATE,CARRIER,ORIGIN,ORIGINSTATE,DEST,DEST_STATE_ABR,DEPDELAY,TAXI_OUT,TAXI_IN,ARRDELAY,AIR_TIME,DISTANCE
2427858,2003,DL,MLB,FL,ATL,GA,-5.0,21.0,6.0,10.0,80.0,443.0
2742697,2013,9E,JFK,NY,CLE,OH,-5.0,21.0,5.0,-40.0,70.0,425.0
779923,2000,CO,BUF,NY,EWR,NJ,-5.0,11.0,7.0,-5.0,53.0,282.0
2594307,2006,DL,IAD,VA,ATL,GA,116.0,54.0,10.0,133.0,73.0,533.0
2661869,1997,DL,RDU,NC,CVG,KY,-3.0,9.0,7.0,-8.0,65.0,390.0
4663410,2007,US,PIT,PA,LAS,NV,9.0,13.0,6.0,10.0,260.0,1910.0
3729066,2005,CO,IAH,TX,DCA,VA,7.0,69.0,3.0,42.0,156.0,1208.0
2558431,2012,EV,ATL,GA,CHA,TN,-6.0,9.0,3.0,-18.0,23.0,106.0
3115357,2009,9E,ATL,GA,AUS,TX,39.0,21.0,4.0,22.0,113.0,813.0
2710343,2000,CO,SAT,TX,IAH,TX,-2.0,23.0,6.0,14.0,46.0,191.0
2721512,2016,AA,MIA,FL,DCA,VA,17.0,29.0,3.0,9.0,110.0,919.0
1750769,2012,WN,LAX,CA,OAK,CA,-5.0,8.0,5.0,-12.0,55.0,337.0
1798577,2007,CO,IAH,TX,DEN,CO,-3.0,12.0,7.0,-16.0,117.0,862.0
3580484,2012,UA,HNL,HI,DEN,CO,-1.0,15.0,8.0,0.0,384.0,3365.0
960109,1998,US,PHL,PA,GSO,NC,4.0,14.0,4.0,3.0,59.0,365.0
4374250,2013,9E,JFK,NY,BUF,NY,-10.0,50.0,5.0,2.0,59.0,301.0
2373111,2002,DL,BDL,CT,MCO,FL,-1.0,14.0,5.0,-25.0,139.0,1050.0
2907171,2014,DL,ATL,GA,PHL,PA,-6.0,20.0,5.0,-11.0,91.0,666.0
1317751,2006,YV,HNL,HI,ITO,HI,-3.0,13.0,3.0,0.0,36.0,216.0
2324505,1995,UA,DEN,CO,BOS,MA,4.0,14.0,7.0,-8.0,194.0,1754.0
1527741,2016,WN,MCO,FL,SAT,TX,-8.0,11.0,10.0,-15.0,132.0,1041.0
1899659,2005,WN,ABQ,NM,SAN,CA,0.0,5.0,5.0,-5.0,95.0,628.0
4792401,1996,WN,LAX,CA,SMF,CA,0.0,9.0,3.0,-4.0,59.0,373.0
2974549,1999,CO,CLE,OH,MDW,IL,-2.0,17.0,9.0,5.0,49.0,307.0
631467,2007,UA,ORD,IL,IAD,VA,4.0,13.0,5.0,-4.0,74.0,589.0
4811892,2005,HP,PHX,AZ,MCI,MO,67.0,12.0,4.0,69.0,154.0,1044.0
3498750,2014,WN,MDW,IL,PHL,PA,17.0,7.0,5.0,8.0,89.0,668.0
1518827,2008,AA,DFW,TX,SAN,CA,3.0,9.0,3.0,-19.0,156.0,1171.0
588120,1999,US,IND,IN,PIT,PA,77.0,12.0,8.0,78.0,49.0,325.0
3300817,2011,AA,BOS,MA,ORD,IL,-4.0,17.0,8.0,-12.0,132.0,867.0
2279462,2002,AA,DFW,TX,BOS,MA,0.0,7.0,5.0,-32.0,187.0,1562.0
2064392,2015,WN,BNA,TN,JAX,FL,-4.0,14.0,3.0,-4.0,73.0,483.0
3997621,2004,DL,ATL,GA,DEN,CO,18.0,26.0,7.0,31.0,174.0,1199.0
2070207,2001,UA,SFO,CA,EWR,NJ,-4.0,13.0,8.0,-10.0,303.0,2565.0
3426360,1996,DL,DFW,TX,ATL,GA,0.0,16.0,7.0,0.0,90.0,732.0
4702113,2004,WN,LAX,CA,MCI,MO,18.0,10.0,2.0,10.0,170.0,1363.0
4548062,2009,NW,MSP,MN,DEN,CO,-2.0,12.0,6.0,-22.0,85.0,680.0
4992395,2002,AS,ANC,AK,SEA,WA,31.0,16.0,4.0,35.0,188.0,1449.0
4065080,2009,OO,SFO,CA,BUR,CA,0.0,11.0,4.0,-5.0,52.0,326.0
354578,2003,WN,MCO,FL,BUF,NY,0.0,10.0,2.0,-20.0,123.0,1011.0
2863584,2003,US,MCO,FL,CLT,NC,-2.0,15.0,7.0,3.0,75.0,468.0
4282626,1998,NW,DTW,MI,BUF,NY,-4.0,11.0,3.0,-10.0,38.0,240.0
2196359,2001,AA,MCI,MO,DFW,TX,7.0,15.0,11.0,0.0,72.0,460.0
2946420,1996,NW,MEM,TN,BTR,LA,-3.0,5.0,3.0,-14.0,48.0,319.0
303471,2002,DL,LAS,NV,ATL,GA,0.0,11.0,14.0,1.0,203.0,1747.0
3826042,2006,OO,DEN,CO,SBA,CA,7.0,12.0,4.0,-13.0,116.0,916.0
678817,2005,MQ,HPN,NY,ORD,IL,1.0,29.0,6.0,-2.0,114.0,738.0
393664,2014,VX,SFO,CA,DAL,TX,47.0,18.0,5.0,44.0,174.0,1476.0
578983,2008,EV,ATL,GA,TYS,TN,-6.0,17.0,2.0,-13.0,28.0,152.0
824358,2004,NW,ALB,NY,DTW,MI,-9.0,10.0,8.0,3.0,95.0,488.0
109480,2011,DL,MKE,WI,MSP,MN,-2.0,14.0,9.0,-10.0,51.0,297.0
2740626,2011,DL,MSY,LA,LGA,NY,-5.0,18.0,6.0,-6.0,150.0,1183.0
4303920,1997,DL,LAX,CA,SLC,UT,0.0,22.0,5.0,4.0,87.0,590.0
4730566,2007,WN,OAK,CA,MDW,IL,1.0,8.0,5.0,-2.0,224.0,1844.0
3229107,2004,UA,FLL,FL,IAD,VA,-4.0,9.0,3.0,-31.0,118.0,901.0
2114159,1995,US,MIA,FL,BWI,MD,16.0,8.0,7.0,2.0,126.0,946.0
874480,2009,9E,CVG,KY,DTW,MI,2.0,18.0,15.0,-3.0,46.0,229.0
770150,2001,AA,LAX,CA,DFW,TX,7.0,17.0,8.0,8.0,151.0,1235.0
3064518,2010,OH (1),ATL,GA,CHA,TN,0.0,25.0,5.0,-10.0,25.0,106.0
359712,2001,MQ,BOS,MA,PWM,ME,5.0,8.0,3.0,-11.0,23.0,95.0
1858028,2000,WN,STL,MO,OKC,OK,0.0,15.0,2.0,3.0,76.0,462.0
2101685,2013,US,PHX,AZ,ATL,GA,26.0,13.0,8.0,6.0,188.0,1587.0
747683,2000,AA,DFW,TX,IAD,VA,3.0,16.0,7.0,5.0,150.0,1172.0
2995871,1999,NW,CID,IA,MSP,MN,-5.0,4.0,8.0,-9.0,40.0,221.0
4700736,1998,WN,BNA,TN,TPA,FL,5.0,10.0,5.0,19.0,99.0,612.0
1567536,2015,DL,ATL,GA,MEM,TN,0.0,13.0,2.0,-10.0,52.0,332.0
3216405,2003,US,PHL,PA,SJU,PR,10.0,28.0,4.0,8.0,193.0,1576.0
1368725,2002,CO,EWR,NJ,TPA,FL,0.0,14.0,5.0,-14.0,140.0,998.0
337220,2003,US,RSW,FL,PHL,PA,7.0,16.0,10.0,36.0,157.0,992.0
1283746,2001,NW,PDX,OR,MSP,MN,-3.0,11.0,7.0,-8.0,172.0,1426.0
3600309,1999,DL,BWI,MD,ATL,GA,3.0,21.0,10.0,-4.0,81.0,576.0
3122787,2002,HP,LAS,NV,SFO,CA,1.0,17.0,4.0,-4.0,64.0,414.0
1611187,2005,US,FLL,FL,PHL,PA,18.0,23.0,11.0,46.0,149.0,992.0
2285360,2015,EV,DIK,ND,DEN,CO,0.0,27.0,10.0,0.0,81.0,488.0
2005142,2009,XE,MCI,MO,IAH,TX,-3.0,12.0,6.0,1.0,102.0,643.0
3011463,2011,DL,SLC,UT,MSP,MN,223.0,16.0,6.0,195.0,113.0,991.0
4008587,2013,EV,ATL,GA,SHV,LA,22.0,15.0,2.0,8.0,82.0,551.0
2323196,2010,DL,MSP,MN,LGA,NY,28.0,12.0,6.0,29.0,147.0,1020.0
3428139,1999,DL,SAN,CA,ATL,GA,0.0,48.0,8.0,26.0,216.0,1891.0
2046734,2002,US,PIT,PA,ATL,GA,-5.0,20.0,5.0,-11.0,81.0,526.0
411357,2006,WN,MDW,IL,MCI,MO,15.0,10.0,5.0,10.0,65.0,405.0
1779639,2009,XE,EWR,NJ,DTW,MI,-3.0,37.0,12.0,-9.0,85.0,487.0
3565340,2008,NW,DTW,MI,MEM,TN,-6.0,26.0,5.0,-9.0,86.0,610.0
908457,2010,AA,MSP,MN,ORD,IL,-3.0,14.0,8.0,-20.0,46.0,334.0
161127,2012,B6,BOS,MA,IAD,VA,-4.0,15.0,7.0,-8.0,72.0,413.0
2607654,1999,AA,DFW,TX,PHX,AZ,0.0,16.0,3.0,-8.0,120.0,868.0
3195276,2009,FL,SEA,WA,BWI,MD,15.0,11.0,7.0,-18.0,254.0,2335.0
1339399,2002,NW,MSP,MN,DTW,MI,-7.0,21.0,7.0,0.0,89.0,528.0
1171856,2015,VX,PSP,CA,JFK,NY,22.0,9.0,10.0,9.0,278.0,2378.0
206385,2016,HA,HNL,HI,ITO,HI,-6.0,12.0,6.0,-6.0,35.0,216.0
3605251,1995,WN,LAX,CA,LAS,NV,0.0,7.0,3.0,-2.0,43.0,236.0
569623,2004,OO,SLC,UT,DEN,CO,0.0,10.0,7.0,6.0,71.0,390.0
4372533,1998,DL,MCO,FL,IAD,VA,1.0,9.0,5.0,-6.0,99.0,758.0
1630052,2015,OO,DEN,CO,ASE,CO,0.0,21.0,4.0,4.0,24.0,125.0
728623,2011,US,BUF,NY,PHL,PA,37.0,11.0,3.0,8.0,47.0,279.0
4007826,2007,WN,OAK,CA,ONT,CA,0.0,10.0,4.0,-5.0,56.0,362.0
1879224,2011,DL,MSY,LA,ATL,GA,26.0,15.0,12.0,22.0,58.0,425.0
4407419,2006,US,SAN,CA,PHX,AZ,-7.0,23.0,7.0,-3.0,51.0,304.0
3709166,2005,WN,HOU,TX,PHX,AZ,0.0,8.0,4.0,-13.0,150.0,1020.0
4492076,2011,AA,DFW,TX,SNA,CA,120.0,17.0,6.0,128.0,170.0,1205.0
4526975,2004,WN,LIT,AR,MDW,IL,0.0,5.0,2.0,-12.0,76.0,544.0
3893376,2004,US,BOS,MA,LGA,NY,-4.0,10.0,4.0,-1.0,55.0,185.0
2437363,2005,AA,DFW,TX,TUS,AZ,1.0,27.0,4.0,10.0,114.0,813.0
3059365,2008,AA,DFW,TX,BDL,CT,23.0,11.0,5.0,3.0,159.0,1471.0
3081037,1997,UA,SFO,CA,LAX,CA,-2.0,16.0,9.0,-5.0,51.0,337.0
2416290,2002,MQ,TVC,MI,ORD,IL,-1.0,15.0,7.0,0.0,39.0,224.0
3691165,2002,CO,EWR,NJ,MCO,FL,0.0,32.0,6.0,5.0,137.0,938.0
1125045,2007,OH (1),CVG,KY,ALB,NY,3.0,13.0,3.0,0.0,84.0,623.0
1454969,2005,WN,SAN,CA,LAS,NV,0.0,13.0,3.0,0.0,54.0,258.0
3885755,2010,WN,DAL,TX,BHM,AL,0.0,8.0,3.0,-5.0,79.0,587.0
4023388,2016,WN,DCA,VA,BNA,TN,1.0,27.0,5.0,8.0,85.0,562.0
4445129,2016,EV,JAN,MS,ATL,GA,-5.0,12.0,7.0,-17.0,52.0,341.0
3689058,2005,UA,ORD,IL,SEA,WA,0.0,9.0,5.0,-21.0,235.0,1721.0
1855596,2009,WN,BNA,TN,MDW,IL,-1.0,9.0,7.0,2.0,72.0,395.0
391479,1995,HP,SEA,WA,PHX,AZ,0.0,18.0,4.0,1.0,139.0,1107.0
4861764,2014,OO,IDA,ID,DEN,CO,5.0,8.0,19.0,-2.0,59.0,458.0
3830127,2008,WN,PHL,PA,MDW,IL,10.0,15.0,13.0,30.0,127.0,668.0
2568571,2001,DL,ORD,IL,ATL,GA,-1.0,14.0,14.0,7.0,98.0,606.0
4064762,2012,MQ,DFW,TX,DSM,IA,-3.0,16.0,3.0,-8.0,86.0,624.0
108173,1999,TW,SEA,WA,STL,MO,-7.0,9.0,4.0,-2.0,212.0,1709.0
1879646,2013,EV,ATL,GA,FAY,NC,-5.0,15.0,4.0,-14.0,50.0,331.0
1182054,2009,AA,FLL,FL,ORD,IL,70.0,17.0,8.0,50.0,160.0,1182.0
3018593,1996,US,BHM,AL,CLT,NC,-1.0,5.0,5.0,-12.0,49.0,351.0
4817767,2013,AA,SJU,PR,MIA,FL,-10.0,13.0,8.0,-7.0,142.0,1045.0
4264513,2008,CO,MCO,FL,IAH,TX,-8.0,11.0,8.0,-15.0,137.0,853.0
4602872,2003,UA,ORD,IL,BWI,MD,-1.0,27.0,4.0,9.0,85.0,621.0
1601919,2016,OO,DTW,MI,CMH,OH,5.0,18.0,10.0,7.0,33.0,155.0
629237,1997,US,BWI,MD,BOS,MA,-1.0,9.0,11.0,-3.0,55.0,370.0
3590603,2013,WN,LAS,NV,MCI,MO,-2.0,11.0,5.0,-7.0,149.0,1139.0
4572456,2007,AA,DFW,TX,MCO,FL,-3.0,17.0,10.0,0.0,131.0,984.0
3794735,2000,WN,SJC,CA,SAN,CA,10.0,12.0,2.0,2.0,53.0,418.0
170885,1999,AA,HNL,HI,LAX,CA,-3.0,17.0,16.0,5.0,294.0,2556.0
4583212,2010,MQ,HOU,TX,DFW,TX,-6.0,8.0,9.0,-17.0,42.0,247.0
4048852,2013,UA,DEN,CO,LGA,NY,-3.0,10.0,7.0,2.0,205.0,1620.0
2183883,2012,DL,MSP,MN,LGA,NY,-7.0,10.0,6.0,-9.0,144.0,1020.0
796520,2004,DL,SLC,UT,SAN,CA,-4.0,28.0,3.0,5.0,88.0,626.0
1356118,2005,AA,LAS,NV,ORD,IL,36.0,21.0,8.0,41.0,175.0,1515.0
4421975,2004,AA,MCI,MO,ORD,IL,0.0,19.0,6.0,-2.0,59.0,403.0
3017809,2014,OO,SFO,CA,FAT,CA,-6.0,22.0,3.0,-11.0,35.0,158.0
2811646,2007,NW,MSP,MN,MDW,IL,-3.0,20.0,7.0,4.0,66.0,349.0
4581094,2016,VX,LAS,NV,SFO,CA,14.0,14.0,7.0,14.0,69.0,414.0
3603148,2004,HP,LAS,NV,DFW,TX,-3.0,16.0,13.0,4.0,135.0,1055.0
2906116,2005,UA,OKC,OK,DEN,CO,4.0,10.0,11.0,14.0,79.0,495.0
3502044,2005,MQ,DCA,VA,RDU,NC,-5.0,7.0,4.0,-15.0,41.0,227.0
3498085,2006,XE,CMH,OH,CLE,OH,38.0,7.0,5.0,27.0,25.0,112.0
1547216,1997,WN,MDW,IL,BWI,MD,5.0,17.0,2.0,5.0,76.0,611.0
1289356,2007,DL,BDL,CT,ATL,GA,1.0,13.0,9.0,3.0,131.0,859.0
1775949,2014,OO,SFO,CA,SBA,CA,-7.0,23.0,8.0,-7.0,58.0,262.0
1363755,2016,DL,BGR,ME,DTW,MI,-4.0,19.0,7.0,-16.0,103.0,750.0
4874858,2014,AS,PDX,OR,LAX,CA,14.0,8.0,8.0,3.0,113.0,834.0
3871106,2004,AA,TUS,AZ,DFW,TX,-1.0,11.0,10.0,-1.0,106.0,813.0
2434131,2007,NW,MSP,MN,RDU,NC,-7.0,35.0,6.0,10.0,117.0,981.0
938906,1997,WN,SAT,TX,HOU,TX,0.0,5.0,2.0,3.0,41.0,192.0
3173071,1995,AA,BNA,TN,DFW,TX,1.0,7.0,7.0,-9.0,91.0,631.0
2732323,2002,DL,PDX,OR,CVG,KY,0.0,25.0,5.0,-5.0,215.0,1975.0
2600161,2011,YV,CLT,NC,AUS,TX,-2.0,28.0,4.0,-9.0,145.0,1032.0
2324196,2001,NW,DTW,MI,MEM,TN,5.0,25.0,7.0,19.0,109.0,610.0
903803,2008,WN,PIT,PA,MDW,IL,4.0,7.0,3.0,-7.0,64.0,402.0
4795994,2014,WN,STL,MO,PHX,AZ,5.0,13.0,6.0,0.0,186.0,1262.0
2818830,2014,AA,DFW,TX,HSV,AL,-6.0,19.0,6.0,-2.0,79.0,603.0
4490062,1997,WN,MSY,LA,MCO,FL,0.0,7.0,3.0,-6.0,84.0,550.0
3913593,1999,UA,ORD,IL,DSM,IA,-2.0,11.0,6.0,-17.0,42.0,299.0
3209323,2003,OO,LAX,CA,SLC,UT,6.0,11.0,4.0,-2.0,82.0,590.0
2879224,1995,HP,SNA,CA,PHX,AZ,-4.0,8.0,7.0,-2.0,54.0,338.0
3562451,2013,OO,PHX,AZ,OAK,CA,-1.0,17.0,10.0,1.0,100.0,646.0
2983162,2010,US,JAX,FL,DCA,VA,-10.0,8.0,5.0,-16.0,93.0,634.0
3043228,2006,YV,IAD,VA,DTW,MI,-5.0,41.0,5.0,0.0,57.0,383.0
11739,2003,AA,SAN,CA,DFW,TX,-4.0,18.0,10.0,-14.0,135.0,1171.0
4785756,2003,DL,LGA,NY,ATL,GA,-3.0,22.0,5.0,-20.0,100.0,761.0
962669,2002,HP,DTW,MI,PHX,AZ,-4.0,11.0,10.0,14.0,259.0,1671.0
4222608,1995,US,PIT,PA,DFW,TX,44.0,9.0,4.0,20.0,137.0,1068.0
1752151,1999,CO,IAH,TX,CLE,OH,-2.0,18.0,5.0,25.0,156.0,1091.0
3154123,2014,UA,ORD,IL,LAX,CA,-2.0,16.0,9.0,-27.0,212.0,1744.0
1256403,2005,UA,ORD,IL,LAX,CA,-6.0,19.0,6.0,-1.0,238.0,1745.0
182821,2015,EV,IAH,TX,RIC,VA,-7.0,38.0,16.0,38.0,164.0,1157.0
711203,2003,FL,ATL,GA,MSY,LA,-3.0,16.0,5.0,-12.0,67.0,425.0
1361991,2012,WN,MDW,IL,BHM,AL,2.0,10.0,3.0,7.0,87.0,570.0
1795300,2012,YV,CLT,NC,AUS,TX,-1.0,25.0,5.0,15.0,145.0,1032.0
625128,2000,US,CLT,NC,MCO,FL,11.0,21.0,4.0,17.0,72.0,468.0
3196173,2016,DL,PHL,PA,ATL,GA,-4.0,20.0,8.0,-13.0,94.0,666.0
3632400,2005,B6,OAK,CA,IAD,VA,40.0,14.0,6.0,23.0,263.0,2409.0
1415438,2004,MQ,LGA,NY,DTW,MI,-1.0,186.0,14.0,175.0,81.0,501.0
3543225,1999,DL,CVG,KY,EWR,NJ,156.0,21.0,6.0,146.0,83.0,569.0
3455596,2011,F9,ATL,GA,DEN,CO,-4.0,11.0,8.0,-20.0,166.0,1199.0
781745,2012,WN,DAL,TX,MCI,MO,2.0,8.0,6.0,0.0,69.0,460.0
2013008,2014,AS,SNA,CA,SEA,WA,-10.0,8.0,8.0,1.0,157.0,978.0
4073847,2006,US,PHX,AZ,SMF,CA,19.0,10.0,6.0,4.0,92.0,647.0
1498850,2001,AA,DFW,TX,MCI,MO,67.0,29.0,4.0,64.0,65.0,460.0
2215689,2001,NW,MSP,MN,FLL,FL,-2.0,13.0,4.0,-16.0,182.0,1487.0
1820304,2013,UA,SMF,CA,DEN,CO,-2.0,10.0,8.0,-18.0,106.0,909.0
531639,2011,B6,LGB,CA,SLC,UT,-8.0,12.0,10.0,-6.0,84.0,588.0
4221524,1998,WN,DAL,TX,LBB,TX,45.0,7.0,2.0,46.0,52.0,293.0
3240949,2016,B6,SFO,CA,BOS,MA,193.0,14.0,9.0,225.0,334.0,2704.0
4377140,2014,AA,DFW,TX,IAH,TX,3.0,12.0,4.0,-8.0,43.0,224.0
43852,2012,US,PHX,AZ,RNO,NV,-4.0,14.0,5.0,-8.0,91.0,601.0
3179781,1998,UA,SFO,CA,DFW,TX,41.0,16.0,9.0,42.0,178.0,1464.0
1965399,2012,WN,BUR,CA,PHX,AZ,0.0,10.0,6.0,-2.0,67.0,369.0
1777493,2011,MQ,CMH,OH,LGA,NY,-8.0,10.0,4.0,-19.0,85.0,478.0
3461516,2005,AA,MCI,MO,DFW,TX,-1.0,12.0,9.0,-6.0,69.0,460.0
24129,2012,DL,SAT,TX,ATL,GA,-1.0,17.0,16.0,-2.0,113.0,874.0
1448272,2015,WN,SAN,CA,SFO,CA,19.0,16.0,5.0,12.0,67.0,447.0
2598763,1997,WN,PHX,AZ,RNO,NV,10.0,36.0,2.0,31.0,88.0,601.0
2543989,1995,HP,PHX,AZ,DFW,TX,0.0,14.0,3.0,0.0,130.0,868.0
1673781,2008,DL,ATL,GA,MCO,FL,-5.0,22.0,8.0,-5.0,59.0,403.0
4918294,2007,UA,MCO,FL,DEN,CO,-5.0,15.0,7.0,-12.0,211.0,1546.0
3735146,2002,UA,PHL,PA,LAX,CA,-3.0,12.0,5.0,-10.0,305.0,2401.0
436573,2000,WN,LAS,NV,RNO,NV,3.0,17.0,4.0,11.0,62.0,345.0
4575397,2016,OO,SLC,UT,DFW,TX,-1.0,17.0,10.0,-18.0,122.0,989.0
4694061,2011,AS,GEG,WA,SEA,WA,-8.0,15.0,7.0,-3.0,45.0,224.0
4037978,2016,OO,FNT,MI,MSP,MN,-7.0,8.0,6.0,-18.0,80.0,491.0
4989559,2016,HA,HNL,HI,ITO,HI,-8.0,10.0,6.0,-8.0,37.0,216.0
1069615,2003,DL,DFW,TX,ATL,GA,5.0,31.0,5.0,1.0,92.0,732.0
833254,1996,DL,ATL,GA,MSP,MN,0.0,9.0,5.0,-10.0,126.0,906.0
4850198,2005,DL,PVD,RI,ATL,GA,-4.0,33.0,7.0,20.0,140.0,903.0
525453,2013,UA,SFO,CA,IAD,VA,2.0,14.0,9.0,12.0,292.0,2419.0
2337418,2007,AA,DFW,TX,SFO,CA,3.0,17.0,3.0,-7.0,195.0,1464.0
2707539,2000,AA,OKC,OK,ORD,IL,42.0,9.0,4.0,24.0,94.0,693.0
4986503,2010,WN,OAK,CA,LAX,CA,41.0,11.0,6.0,38.0,55.0,337.0
1792111,1996,DL,DFW,TX,MSY,LA,-2.0,21.0,5.0,3.0,62.0,448.0
1986774,2008,US,PBI,FL,PHL,PA,21.0,22.0,8.0,34.0,143.0,951.0
4220972,2015,DL,ABE,PA,ATL,GA,3.0,9.0,4.0,-17.0,98.0,692.0
3747233,1997,NW,MSP,MN,LGA,NY,-3.0,25.0,6.0,-7.0,122.0,1020.0
2327468,2005,UA,LAX,CA,ORD,IL,-1.0,11.0,41.0,11.0,204.0,1745.0
2772642,2007,WN,SAN,CA,MDW,IL,35.0,10.0,7.0,30.0,203.0,1728.0
1131675,2005,DL,OGG,HI,LAX,CA,-10.0,13.0,9.0,-15.0,268.0,2486.0
1672381,2008,AA,LAS,NV,MIA,FL,-1.0,14.0,5.0,-2.0,245.0,2175.0
3099688,2000,HP,PHX,AZ,SAN,CA,212.0,12.0,3.0,210.0,48.0,304.0
4187646,1996,DL,ATL,GA,IAD,VA,0.0,26.0,8.0,9.0,71.0,533.0
4008981,2012,F9,LGA,NY,DEN,CO,-5.0,31.0,5.0,-5.0,222.0,1620.0
2304533,2002,US,BOS,MA,PHL,PA,-3.0,22.0,3.0,4.0,65.0,280.0
1247597,2003,OO,OXR,CA,LAX,CA,0.0,9.0,10.0,0.0,22.0,49.0
3787725,2006,WN,MDW,IL,OMA,NE,0.0,10.0,3.0,-5.0,62.0,423.0
1850446,2016,AS,SEA,WA,PSP,CA,-6.0,15.0,4.0,-7.0,140.0,987.0
3334861,2010,DL,SEA,WA,JFK,NY,-5.0,21.0,7.0,-9.0,290.0,2421.0
1658403,1995,NW,MSP,MN,STL,MO,-1.0,39.0,6.0,19.0,68.0,448.0
4639093,2001,AA,DFW,TX,MDW,IL,-5.0,13.0,7.0,-19.0,97.0,797.0
3867105,2002,US,CLT,NC,SAV,GA,-1.0,14.0,9.0,5.0,41.0,213.0
4214443,1995,UA,BUR,CA,OAK,CA,8.0,8.0,2.0,10.0,57.0,325.0
3192030,2003,NW,EWR,NJ,MSP,MN,-10.0,11.0,4.0,-29.0,160.0,1008.0
2698680,1995,AA,MIA,FL,LGA,NY,1.0,22.0,8.0,6.0,145.0,1097.0
523240,2010,XE,IAH,TX,TUL,OK,0.0,21.0,5.0,2.0,65.0,429.0
1100823,2006,AA,DTW,MI,DFW,TX,-4.0,8.0,7.0,-4.0,163.0,987.0
432252,2004,DH,CVG,KY,CRW,WV,-2.0,8.0,1.0,-15.0,32.0,173.0
3268826,1998,UA,LAX,CA,KOA,HI,4.0,24.0,4.0,-4.0,309.0,2504.0
3388583,2006,FL,RSW,FL,BWI,MD,-7.0,14.0,6.0,-16.0,112.0,919.0
2009457,2010,EV,IAD,VA,SAV,GA,-4.0,13.0,4.0,-2.0,87.0,515.0
47078,2003,DL,SEA,WA,ATL,GA,-2.0,18.0,16.0,3.0,251.0,2182.0
292064,2001,NW,IND,IN,DTW,MI,17.0,15.0,6.0,9.0,39.0,231.0
475238,2001,US,ALB,NY,PIT,PA,42.0,13.0,6.0,42.0,60.0,367.0
4314826,1995,TW,DFW,TX,STL,MO,-2.0,9.0,10.0,23.0,109.0,550.0
1451007,2006,XE,SHV,LA,IAH,TX,-4.0,9.0,7.0,-2.0,47.0,192.0
1150973,2009,WN,SAT,TX,PHX,AZ,4.0,6.0,5.0,-7.0,128.0,843.0
209738,2005,AA,MIA,FL,RDU,NC,-3.0,9.0,4.0,-14.0,98.0,700.0
4063858,2014,OO,FAT,CA,SFO,CA,21.0,10.0,15.0,25.0,39.0,158.0
4902523,1995,US,PHL,PA,SFO,CA,37.0,12.0,5.0,32.0,333.0,2521.0
230386,2007,OO,SFO,CA,SLC,UT,6.0,17.0,9.0,2.0,78.0,599.0
1415427,2001,AA,ORD,IL,PHX,AZ,-4.0,19.0,7.0,-8.0,201.0,1440.0
4945972,1995,NW,DTW,MI,EWR,NJ,5.0,12.0,6.0,45.0,121.0,487.0
791471,1995,US,RSW,FL,LGA,NY,2.0,13.0,6.0,11.0,155.0,1080.0
4825137,2010,AA,BOS,MA,MIA,FL,-5.0,11.0,13.0,-11.0,175.0,1258.0
2045208,2005,CO,LAS,NV,EWR,NJ,-9.0,14.0,8.0,-10.0,260.0,2227.0
4806054,2014,WN,TPA,FL,ALB,NY,-1.0,9.0,4.0,-12.0,146.0,1130.0
2290315,2001,WN,OAK,CA,ABQ,NM,0.0,7.0,4.0,-7.0,112.0,889.0
3306573,2016,WN,STL,MO,ICT,KS,-2.0,14.0,5.0,6.0,69.0,392.0
3783103,2004,WN,LAX,CA,PHX,AZ,45.0,8.0,5.0,40.0,57.0,370.0
2547491,2002,US,MCO,FL,DCA,VA,-5.0,9.0,5.0,-15.0,101.0,759.0
4350030,1997,WN,IND,IN,MDW,IL,0.0,6.0,4.0,2.0,37.0,162.0
161196,2003,DL,SLC,UT,LAX,CA,-1.0,17.0,5.0,-7.0,83.0,590.0
809099,2000,NW,DTW,MI,BWI,MD,11.0,21.0,6.0,17.0,66.0,408.0
992475,1998,AA,LAX,CA,IAD,VA,-3.0,22.0,6.0,-11.0,262.0,2288.0
4969807,2002,AA,MIA,FL,ATL,GA,-4.0,16.0,7.0,-16.0,84.0,595.0
3458824,2010,EV,HPN,NY,ATL,GA,-5.0,11.0,8.0,-28.0,107.0,780.0
702854,2013,UA,EWR,NJ,DFW,TX,-1.0,18.0,3.0,1.0,227.0,1372.0
3216089,1999,DL,LGA,NY,ATL,GA,2.0,47.0,9.0,4.0,98.0,761.0
3752381,2008,UA,MCO,FL,IAD,VA,-2.0,12.0,8.0,-12.0,99.0,758.0
2818820,2010,OH (1),MEM,TN,DFW,TX,0.0,24.0,12.0,4.0,62.0,432.0
3391653,2009,OO,SJC,CA,SLC,UT,-1.0,11.0,26.0,4.0,81.0,585.0
38704,2012,UA,IAH,TX,CLE,OH,-2.0,15.0,3.0,-23.0,133.0,1091.0
2633347,2005,MQ,BNA,TN,DCA,VA,-9.0,13.0,3.0,-10.0,79.0,562.0
759384,2014,DL,ILM,NC,ATL,GA,-11.0,19.0,12.0,-6.0,62.0,377.0
4019719,2001,TW,STL,MO,DFW,TX,0.0,23.0,3.0,-5.0,84.0,550.0
1481486,2008,9E,MSP,MN,RIC,VA,52.0,11.0,8.0,26.0,119.0,970.0
